transaction_id,timestamp,amount,merchant_category,transaction_location,device_type,payment_type,customer_age,days_since_last_transaction,transaction_frequency,average_transaction_amount,is_weekend,is_night,distance_from_home,previous_fraud_flag,is_fraud
538,27193,299.54,Dining,New York,Web,Debit Card,35,23,1,43.26,0,0,3.82,1,0
539,1063,935.27,Entertainment,New York,Mobile,Debit Card,59,13,19,120.93,0,1,61.52,1,0
540,84077,947.4,Grocery,Los Angeles,In-store,Credit Card,24,22,5,291.63,1,1,82.8,0,0
541,21546,625.68,Dining,Houston,Mobile,Debit Card,57,19,13,315.47,0,1,15.75,0,0
542,21690,783.64,Grocery,San Francisco,In-store,Debit Card,23,19,19,38.99,0,0,59.43,1,0
543,11175,612.65,Travel,Los Angeles,In-store,Bank Transfer,39,5,12,213.46,0,1,59.36,1,0
544,9349,484.91,Grocery,Chicago,In-store,Credit Card,18,21,16,331.59,1,0,16.42,0,0
545,23715,661.16,Travel,Chicago,Web,Credit Card,21,24,19,355.07,1,1,12.35,1,0
546,38103,553.45,Electronics,Seattle,Web,Credit Card,63,27,3,326.31,0,1,98.01,0,0
547,74461,597.88,Electronics,New York,In-store,Credit Card,66,4,12,173.87,0,1,39.37,1,0
548,6802,784.05,Clothing,Chicago,Mobile,Debit Card,69,23,5,64.89,0,1,22.74,0,0
549,72268,481.42,Clothing,Los Angeles,In-store,Debit Card,67,20,2,225.01,0,0,17.13,1,0
550,48137,41.71,Entertainment,Chicago,In-store,Bank Transfer,60,17,7,81.8,0,1,66.76,0,0
551,23626,164.84,Dining,Los Angeles,Mobile,Bank Transfer,46,14,13,474.86,0,1,60.94,1,1
552,82874,439.17,Entertainment,San Francisco,In-store,Credit Card,38,5,15,248.08,1,0,64.36,1,0
553,72593,725.1,Travel,Seattle,Mobile,Bank Transfer,43,24,3,172.28,0,0,8.8,0,0
554,77053,593.69,Entertainment,New York,Web,Bank Transfer,31,28,5,387.83,0,0,89.35,0,0
555,44262,650.64,Grocery,Chicago,Web,Credit Card,26,18,8,259.02,1,1,38.93,1,0
556,1543,479.8,Travel,Los Angeles,Mobile,Credit Card,64,0,1,168.82,0,0,31.34,1,0
557,21678,616.13,Clothing,Houston,Web,Bank Transfer,29,0,8,409.74,0,0,46.24,0,0
558,46733,329.69,Electronics,New York,Web,Debit Card,59,12,18,436.23,0,0,39.01,0,0
559,50344,470.71,Clothing,San Francisco,Mobile,Bank Transfer,68,2,16,343.04,0,0,86.36,0,0
560,39082,744.53,Dining,Los Angeles,Web,Bank Transfer,68,9,18,42.54,1,0,92.93,1,1
561,62857,871.96,Travel,Seattle,In-store,Debit Card,23,20,12,291.83,0,0,30.35,1,0
562,19066,434.22,Travel,Seattle,In-store,Debit Card,37,2,13,386.38,1,1,86.39,0,0
563,83461,44.62,Grocery,San Francisco,Mobile,Credit Card,41,8,13,85.52,0,0,78.15,1,0
564,54694,162.51,Dining,San Francisco,Web,Credit Card,44,7,10,129.76,0,1,93.08,1,0
565,26963,21.84,Electronics,Seattle,In-store,Bank Transfer,55,2,7,443.6,1,0,24.58,0,0
566,28296,653.61,Travel,Chicago,In-store,Debit Card,25,24,14,29.66,0,0,57.7,1,1
567,13808,332.98,Travel,Chicago,Web,Credit Card,18,30,16,381.31,1,0,27.45,0,0
568,42349,542.94,Grocery,Los Angeles,Web,Bank Transfer,66,12,15,247.41,1,1,82.41,0,1
569,26433,493.78,Entertainment,Houston,In-store,Debit Card,66,5,12,234.45,1,0,0.53,1,0
570,83286,82.44,Electronics,Los Angeles,In-store,Bank Transfer,41,12,9,23.41,0,0,56.48,1,1
571,57855,403.86,Clothing,Houston,Mobile,Credit Card,64,22,8,413.31,0,0,33.92,0,0
572,40263,221.34,Dining,San Francisco,Mobile,Credit Card,24,19,18,192.72,0,0,32.27,0,0
573,37081,418.98,Travel,New York,In-store,Debit Card,36,19,18,279.57,0,1,64.49,0,0
574,1325,204.37,Travel,Los Angeles,Mobile,Bank Transfer,39,11,13,345.1,1,1,85.15,1,0
575,35910,840.61,Clothing,Los Angeles,In-store,Debit Card,52,12,18,357.26,0,1,60.92,0,0
576,19871,175.02,Electronics,Houston,In-store,Credit Card,47,1,15,478.87,0,1,85.32,0,0
577,34579,960.82,Entertainment,San Francisco,Mobile,Credit Card,46,20,4,275.04,1,1,26.46,0,0
578,72125,416.49,Travel,San Francisco,Mobile,Bank Transfer,39,23,17,211.87,1,0,51.95,0,0
579,26791,846.4,Electronics,Houston,Web,Bank Transfer,28,22,5,477.78,0,0,45.05,1,1
580,25290,629.14,Clothing,San Francisco,Web,Bank Transfer,37,15,16,328.21,1,0,1.16,1,1
581,55130,735.61,Grocery,Seattle,Web,Debit Card,46,22,9,163.11,1,1,55.68,0,0
582,15486,767.96,Entertainment,Chicago,In-store,Bank Transfer,68,5,10,80.7,1,0,66.15,1,0
583,44483,505.34,Dining,Seattle,Mobile,Bank Transfer,58,18,18,424.43,1,1,59.19,1,0
584,86189,543.76,Travel,New York,In-store,Credit Card,59,20,17,193.85,1,0,73.63,1,0
585,4749,514.48,Electronics,Los Angeles,Mobile,Credit Card,51,12,18,337.03,0,1,57.13,0,0
586,9436,588.47,Grocery,New York,In-store,Bank Transfer,18,16,7,245.99,0,0,6.68,1,0
587,3710,30.37,Dining,Los Angeles,Web,Bank Transfer,48,22,4,115.49,0,0,11.64,1,0
588,30356,396.12,Electronics,Chicago,Web,Credit Card,47,8,5,308.81,0,0,59.65,0,0
589,55772,606.58,Electronics,San Francisco,Web,Bank Transfer,65,16,16,49.13,0,0,27.5,0,0
590,57800,598.13,Dining,Seattle,In-store,Debit Card,35,28,3,218.4,0,1,7.96,1,0
591,13117,793.16,Grocery,Houston,Mobile,Debit Card,34,1,18,282.38,0,0,42.96,1,0
592,25471,655.35,Clothing,Seattle,Mobile,Debit Card,55,18,14,229.3,1,0,55.43,0,0
593,42345,992.14,Grocery,Chicago,Web,Bank Transfer,31,18,15,379.36,0,0,32.87,0,0
594,42919,284.57,Entertainment,New York,Web,Credit Card,40,23,17,417.4,0,1,72.04,0,0
595,52225,359.79,Travel,Houston,Web,Bank Transfer,42,6,1,390.2,0,0,64.38,0,0
596,39299,384.46,Dining,San Francisco,Web,Bank Transfer,32,21,17,38.63,1,0,33.28,1,0
597,80220,466.35,Clothing,Chicago,Mobile,Credit Card,63,30,11,113.18,0,0,75.49,0,0
598,61630,836.16,Dining,Houston,In-store,Credit Card,39,9,17,277.57,0,0,64.87,1,0
599,66041,236.56,Dining,Chicago,In-store,Credit Card,20,9,14,468.71,1,0,63.74,1,0
600,28017,776.22,Grocery,Chicago,In-store,Debit Card,36,26,19,420.78,0,1,55.34,1,0
601,23961,405.9,Travel,San Francisco,In-store,Bank Transfer,61,19,7,424.42,0,1,1.14,0,0
602,33592,602.25,Entertainment,Los Angeles,Web,Credit Card,51,8,13,165.54,1,1,69.65,0,0
603,82849,632.91,Electronics,Houston,Web,Bank Transfer,52,16,18,226.13,0,0,37.6,1,0
604,67642,373.48,Electronics,San Francisco,Web,Debit Card,67,26,14,245.94,1,1,94.26,1,1
605,36396,513.1,Dining,Chicago,In-store,Debit Card,18,14,1,95.54,0,0,81.8,1,0
606,22701,413.62,Travel,San Francisco,Web,Credit Card,69,1,7,34.91,0,0,58.77,1,0
607,34621,70.06,Clothing,Los Angeles,Web,Credit Card,38,30,8,474.51,0,0,25.22,1,0
608,20560,437.73,Grocery,Seattle,Mobile,Bank Transfer,46,29,18,135.54,1,0,20.37,0,0
609,61643,98.3,Travel,Houston,Mobile,Credit Card,23,3,9,135.18,1,1,34.04,0,0
610,76540,405.62,Travel,Los Angeles,Web,Bank Transfer,54,18,1,60.02,1,1,47.66,0,0
611,21733,593.33,Grocery,New York,Mobile,Credit Card,18,16,17,465.68,0,1,29.61,1,0
612,30355,579.84,Dining,Houston,Mobile,Bank Transfer,68,4,19,298.27,0,0,51.49,1,0
613,13844,662.96,Travel,Los Angeles,Web,Bank Transfer,18,6,6,340.18,1,1,16.54,0,0
614,71727,96.17,Electronics,Chicago,Web,Bank Transfer,44,17,3,457.56,1,1,97.77,0,0
615,17641,652.47,Grocery,Houston,Web,Bank Transfer,38,20,5,185.9,0,0,10.79,1,0
616,52529,312.84,Clothing,Houston,Web,Debit Card,70,21,2,318.32,0,1,93.19,0,0
617,38414,399.65,Entertainment,San Francisco,In-store,Bank Transfer,33,26,4,38.62,0,0,91.36,0,0
618,52639,858.13,Dining,Chicago,In-store,Credit Card,61,6,10,109.65,0,1,52.54,0,0
619,52737,10.02,Grocery,New York,Web,Debit Card,57,16,10,419.0,1,1,72.49,1,0
620,68867,588.82,Entertainment,Seattle,Mobile,Debit Card,43,6,11,388.05,0,1,43.6,1,0
621,19088,599.12,Entertainment,Los Angeles,Web,Bank Transfer,33,3,16,188.31,0,0,63.0,0,0
622,41431,397.26,Clothing,San Francisco,Web,Debit Card,45,7,17,200.87,0,1,34.06,1,0
623,24505,237.79,Travel,Los Angeles,Mobile,Bank Transfer,18,12,16,276.11,0,1,30.12,0,0
624,7115,235.44,Clothing,New York,In-store,Credit Card,53,3,7,20.12,0,1,57.82,0,0
625,78860,883.83,Travel,New York,Web,Bank Transfer,27,5,16,135.8,0,1,49.81,1,0
626,10976,442.58,Travel,Houston,Web,Debit Card,60,24,3,119.95,0,0,57.95,1,0
627,11024,331.56,Grocery,New York,In-store,Credit Card,34,4,16,140.23,1,0,28.67,1,0
628,21448,449.33,Grocery,Los Angeles,In-store,Bank Transfer,40,29,8,406.83,1,1,36.7,0,0
629,23960,669.72,Dining,Chicago,Mobile,Credit Card,24,11,12,154.24,1,1,8.39,0,0
630,66204,146.61,Travel,Chicago,In-store,Credit Card,61,3,3,111.93,0,1,5.23,0,0
631,29704,449.98,Entertainment,Houston,In-store,Debit Card,70,23,17,262.05,1,0,25.35,1,0
632,9338,588.3,Electronics,Seattle,In-store,Credit Card,24,28,18,435.51,0,1,7.42,0,0
633,46428,948.63,Dining,Los Angeles,Mobile,Debit Card,61,8,11,135.85,0,1,10.38,0,0
634,61530,253.28,Grocery,Los Angeles,In-store,Credit Card,32,3,4,57.7,0,0,81.29,0,0
635,84666,359.89,Clothing,New York,In-store,Bank Transfer,51,18,16,191.07,0,0,3.89,0,0
636,31922,379.98,Dining,Los Angeles,Mobile,Credit Card,63,23,17,378.87,1,0,65.89,1,0
637,33308,605.93,Dining,San Francisco,In-store,Bank Transfer,62,13,9,284.33,0,1,27.26,1,0
638,27356,357.38,Dining,Seattle,In-store,Bank Transfer,21,4,6,412.06,0,0,87.15,1,0
639,4836,533.98,Dining,New York,Mobile,Credit Card,31,17,2,480.6,1,0,48.5,0,0
640,20160,782.01,Electronics,San Francisco,Web,Bank Transfer,31,9,9,400.48,1,1,30.56,0,0
641,47606,705.68,Clothing,Houston,Mobile,Credit Card,33,24,6,309.83,1,0,51.76,0,0
642,38089,446.92,Clothing,Chicago,In-store,Credit Card,24,18,3,256.8,0,1,38.2,1,0
643,78753,864.35,Clothing,Houston,In-store,Bank Transfer,49,11,6,39.23,1,1,56.43,1,0
644,55285,558.58,Travel,Chicago,In-store,Bank Transfer,36,17,7,492.47,0,0,11.45,1,0
645,57044,540.37,Entertainment,Houston,Mobile,Debit Card,19,16,1,204.07,0,1,99.7,1,0
646,35548,35.15,Clothing,Los Angeles,In-store,Bank Transfer,27,29,1,93.07,1,0,42.56,1,0
647,82845,986.71,Dining,San Francisco,In-store,Debit Card,67,23,5,340.02,1,0,34.82,0,0
648,27533,123.85,Dining,Chicago,Mobile,Bank Transfer,34,10,6,156.46,1,0,71.02,1,0
649,34350,231.9,Clothing,New York,Web,Credit Card,54,2,13,301.17,0,1,36.39,1,1
650,45446,52.65,Clothing,San Francisco,Web,Bank Transfer,29,22,2,301.65,0,0,83.33,1,0
651,5714,640.36,Dining,New York,In-store,Credit Card,23,16,15,233.95,0,1,45.43,0,0
652,56179,225.48,Travel,San Francisco,Mobile,Credit Card,39,0,15,421.34,0,1,71.96,1,0
653,49408,180.83,Grocery,San Francisco,In-store,Credit Card,49,14,13,147.18,0,1,10.75,1,0
654,70341,89.47,Grocery,Houston,Mobile,Debit Card,58,27,14,235.34,0,0,84.61,1,0
655,50991,104.21,Clothing,Chicago,Mobile,Bank Transfer,37,8,7,278.09,1,1,73.57,0,0
656,75673,585.09,Electronics,Chicago,Web,Credit Card,18,14,14,338.54,0,1,21.17,0,0
657,65546,688.52,Clothing,San Francisco,Web,Credit Card,64,27,10,396.31,1,0,14.53,1,0
658,84792,397.98,Clothing,Los Angeles,Mobile,Debit Card,70,23,17,209.51,1,0,31.63,1,0
659,58142,480.42,Grocery,Los Angeles,In-store,Bank Transfer,23,27,14,330.1,1,1,97.61,1,0
660,23794,686.28,Dining,New York,Web,Bank Transfer,36,28,8,92.29,1,1,25.68,1,0
661,56571,18.36,Clothing,New York,In-store,Debit Card,35,2,4,467.67,1,0,45.61,0,1
662,37893,323.81,Dining,Houston,Web,Debit Card,23,21,16,203.87,0,1,3.0,1,0
663,1016,973.12,Dining,San Francisco,Web,Bank Transfer,62,26,13,370.17,0,1,39.72,0,1
664,61814,580.53,Electronics,New York,In-store,Debit Card,50,18,18,29.76,0,1,57.13,1,0
665,27713,254.97,Dining,New York,Web,Bank Transfer,40,12,14,118.49,0,1,95.31,0,0
666,8416,522.21,Grocery,Seattle,Web,Bank Transfer,40,11,18,253.8,1,0,51.67,0,0
667,62293,343.31,Travel,San Francisco,In-store,Credit Card,43,19,5,441.56,1,1,81.91,1,0
668,23834,532.71,Travel,Houston,Web,Credit Card,30,0,9,273.08,1,0,54.71,0,0
669,4159,126.62,Entertainment,New York,Web,Bank Transfer,24,20,3,466.34,0,1,4.08,1,0
670,62681,133.58,Clothing,Houston,Web,Bank Transfer,32,16,8,252.22,0,0,31.5,0,0
671,20310,144.4,Grocery,Chicago,In-store,Bank Transfer,61,12,10,255.42,0,1,57.55,0,0
672,6971,939.88,Dining,Houston,Mobile,Bank Transfer,44,0,19,77.48,0,0,95.06,1,0
673,72475,733.17,Travel,Los Angeles,In-store,Bank Transfer,43,9,3,405.27,1,1,85.91,1,0
674,46541,163.22,Grocery,Los Angeles,Mobile,Bank Transfer,50,14,11,138.54,1,0,22.84,0,0
675,20385,189.16,Travel,Houston,Web,Debit Card,32,26,11,451.81,0,1,22.01,0,0
676,18018,731.1,Dining,Los Angeles,Mobile,Bank Transfer,53,26,17,457.2,0,1,20.12,1,1
677,75881,157.01,Travel,Chicago,In-store,Debit Card,62,29,16,472.79,1,0,92.25,1,0
678,8703,235.33,Clothing,San Francisco,In-store,Debit Card,44,6,7,269.71,1,0,85.27,1,1
679,385,963.38,Clothing,Los Angeles,Web,Bank Transfer,22,27,4,345.01,1,0,77.49,0,0
680,405,256.05,Entertainment,Los Angeles,Mobile,Bank Transfer,19,21,19,393.69,1,0,39.27,1,0
681,40944,661.97,Entertainment,Houston,Web,Debit Card,50,17,12,82.89,0,0,50.44,1,0
682,47927,978.65,Travel,Chicago,Web,Debit Card,33,15,15,308.46,1,1,46.43,0,0
683,29190,374.92,Grocery,San Francisco,In-store,Bank Transfer,40,13,11,36.46,1,0,25.34,1,0
684,12764,18.5,Clothing,Houston,Mobile,Bank Transfer,55,26,5,258.83,1,0,50.5,1,0
685,18385,244.9,Grocery,Houston,Mobile,Debit Card,33,27,5,94.32,1,1,3.05,1,1
686,60101,831.05,Grocery,Seattle,Mobile,Debit Card,31,17,15,107.8,0,0,13.18,1,0
687,9861,864.74,Travel,Chicago,Mobile,Debit Card,46,26,18,195.22,0,0,88.66,0,0
688,80643,768.75,Grocery,San Francisco,Web,Credit Card,43,6,11,227.57,0,0,75.17,1,0
689,50613,114.0,Clothing,Chicago,Web,Debit Card,52,16,12,319.12,0,1,42.29,1,0
690,23575,795.71,Dining,San Francisco,In-store,Credit Card,32,28,2,55.73,0,0,51.72,1,0
691,23525,918.76,Entertainment,Chicago,Web,Bank Transfer,20,17,15,261.77,0,1,37.0,1,1
692,69173,601.01,Dining,Houston,Web,Bank Transfer,40,11,4,107.66,1,1,74.08,1,1
693,10917,940.93,Grocery,Houston,In-store,Debit Card,46,7,18,295.51,1,0,78.42,1,1
694,4810,827.01,Dining,New York,In-store,Bank Transfer,51,21,6,325.95,1,1,76.33,0,1
695,32202,667.3,Clothing,Los Angeles,In-store,Bank Transfer,50,30,19,287.22,1,0,72.26,0,0
696,53331,577.61,Clothing,Seattle,Web,Bank Transfer,58,29,11,374.38,0,0,20.45,0,0
697,13457,349.23,Grocery,Chicago,Web,Bank Transfer,58,1,2,181.09,1,0,33.8,1,0
698,56398,160.13,Travel,Seattle,In-store,Credit Card,40,6,8,387.25,0,0,46.98,1,1
699,38766,605.35,Dining,New York,In-store,Credit Card,24,3,11,227.73,1,0,33.08,1,0
700,34817,318.79,Travel,Los Angeles,In-store,Debit Card,20,17,5,252.41,1,1,75.49,0,0
701,45107,866.57,Travel,Chicago,Web,Debit Card,49,27,18,331.09,1,1,32.94,1,0
702,53933,993.34,Electronics,San Francisco,Web,Debit Card,48,5,18,28.81,0,1,13.82,0,0
703,17101,752.68,Grocery,Los Angeles,Mobile,Bank Transfer,35,26,14,333.92,1,1,39.9,1,0
704,57092,91.39,Entertainment,Houston,Web,Bank Transfer,60,30,10,316.92,0,0,97.99,1,0
705,21950,289.4,Clothing,New York,Web,Credit Card,24,8,3,168.73,0,0,22.59,0,0
706,70081,110.0,Clothing,Los Angeles,Web,Credit Card,58,26,9,61.18,1,1,61.22,0,0
707,37745,650.86,Grocery,Los Angeles,In-store,Debit Card,18,8,3,63.65,0,0,43.3,0,0
708,45544,765.43,Entertainment,Houston,Web,Credit Card,31,13,11,463.15,0,1,7.1,0,0
709,36188,925.75,Clothing,Chicago,In-store,Credit Card,69,7,12,350.85,1,1,48.79,0,0
710,7240,438.73,Grocery,San Francisco,Mobile,Credit Card,49,30,12,81.01,1,1,70.22,0,0
711,14490,901.47,Clothing,Houston,Mobile,Credit Card,23,18,3,191.23,1,1,51.32,1,0
712,58018,878.01,Travel,San Francisco,In-store,Credit Card,56,2,7,304.39,1,0,87.21,0,0
713,61878,317.88,Dining,Chicago,In-store,Debit Card,27,17,14,421.07,1,0,28.89,1,0
714,43126,869.03,Dining,Los Angeles,In-store,Debit Card,24,4,11,40.96,1,1,8.62,1,0
715,49923,376.3,Clothing,San Francisco,Web,Credit Card,43,13,7,133.58,0,1,93.66,1,0
716,32050,297.57,Electronics,New York,Mobile,Debit Card,51,27,10,447.08,1,1,37.82,1,0
717,37132,649.43,Entertainment,New York,In-store,Bank Transfer,47,29,11,24.4,1,1,57.64,1,0
718,42945,329.05,Entertainment,Houston,Web,Credit Card,53,3,15,116.67,0,1,79.2,0,0
719,73964,630.58,Entertainment,Chicago,Mobile,Bank Transfer,38,6,19,480.33,1,0,32.43,0,0
720,24286,610.22,Travel,Houston,Web,Debit Card,34,19,16,314.43,0,1,71.62,0,1
721,37627,563.88,Entertainment,Houston,Mobile,Debit Card,50,24,12,145.6,1,1,13.54,1,0
722,42809,381.04,Dining,Seattle,Web,Bank Transfer,27,27,18,52.16,1,0,29.13,0,0
723,53872,548.95,Travel,Houston,Mobile,Debit Card,68,11,13,33.53,0,0,14.47,1,0
724,19199,596.89,Grocery,Seattle,Mobile,Credit Card,64,1,5,137.48,1,0,81.12,1,0
725,19759,546.14,Entertainment,New York,Web,Bank Transfer,59,10,4,443.11,0,0,22.26,1,0
726,15255,444.98,Entertainment,New York,In-store,Credit Card,68,13,14,219.64,1,0,71.74,1,0
727,44239,15.65,Grocery,Houston,Mobile,Bank Transfer,29,21,8,365.76,1,0,94.33,0,0
728,1253,587.47,Entertainment,New York,In-store,Debit Card,33,30,9,460.78,0,0,52.78,0,0
729,39765,169.28,Grocery,Chicago,Web,Bank Transfer,58,22,19,215.86,1,0,54.0,0,0
730,77710,642.93,Travel,Seattle,In-store,Bank Transfer,49,15,3,111.81,1,0,46.1,0,0
731,37442,759.58,Dining,Seattle,In-store,Credit Card,32,19,5,268.22,0,1,32.59,0,0
732,53683,500.94,Grocery,Houston,In-store,Debit Card,44,28,18,455.88,1,0,47.57,1,0
733,59495,542.82,Electronics,New York,In-store,Credit Card,45,5,1,406.1,0,1,60.28,0,1
734,81318,951.53,Grocery,San Francisco,In-store,Debit Card,34,22,8,51.6,1,1,98.6,1,0
735,65216,847.32,Entertainment,Seattle,Mobile,Credit Card,63,3,19,352.43,0,1,93.78,1,0
736,78588,914.32,Travel,Houston,Mobile,Bank Transfer,67,14,17,294.51,1,1,86.22,1,0
737,6950,813.95,Clothing,Houston,Mobile,Credit Card,19,23,17,455.58,0,1,88.91,0,0
738,55394,109.81,Travel,Chicago,Web,Debit Card,53,24,11,78.79,0,1,46.78,1,0
739,73554,149.84,Clothing,Los Angeles,In-store,Debit Card,67,0,2,276.34,1,1,65.74,1,0
740,6942,527.1,Grocery,Los Angeles,Mobile,Bank Transfer,24,6,6,442.14,1,1,89.51,0,1
741,25935,246.82,Dining,Seattle,Web,Debit Card,30,24,14,216.81,0,0,39.3,1,1
742,23387,477.22,Electronics,Chicago,Mobile,Credit Card,32,30,3,251.36,1,1,96.18,1,0
743,61887,394.97,Travel,Chicago,Mobile,Bank Transfer,42,11,12,53.82,0,1,41.58,1,0
744,75746,549.86,Entertainment,Chicago,In-store,Debit Card,40,9,4,153.51,1,1,60.11,0,0
745,83252,747.13,Clothing,Seattle,Web,Debit Card,39,4,12,175.76,1,1,70.98,1,0
746,53414,715.78,Entertainment,Los Angeles,In-store,Credit Card,43,11,13,473.66,0,0,95.06,1,0
747,56801,521.71,Dining,Chicago,In-store,Credit Card,50,17,2,155.68,0,1,24.46,0,0
748,42319,822.57,Clothing,New York,Mobile,Bank Transfer,28,9,2,241.22,1,0,74.61,0,0
749,70174,431.43,Travel,Houston,In-store,Debit Card,27,5,15,342.23,1,0,52.08,1,0
750,70391,896.82,Grocery,Houston,Web,Credit Card,42,27,17,97.85,1,1,26.86,0,0
751,52330,72.21,Entertainment,San Francisco,In-store,Bank Transfer,54,11,7,253.49,1,1,77.66,0,0
752,43089,954.71,Dining,San Francisco,In-store,Debit Card,65,6,14,374.5,1,0,55.22,0,1
753,39812,655.04,Travel,Seattle,In-store,Debit Card,60,17,12,436.09,0,1,66.1,0,0
754,55480,380.69,Travel,Seattle,Mobile,Bank Transfer,70,1,17,320.6,1,1,32.29,0,0
755,85393,197.96,Travel,Houston,Web,Bank Transfer,55,9,14,341.15,1,0,48.13,0,0
756,19964,479.7,Travel,New York,Mobile,Credit Card,58,14,6,80.62,0,0,61.74,0,0
757,55124,195.36,Clothing,Los Angeles,Mobile,Debit Card,62,29,19,473.97,0,1,40.49,1,0
758,73478,167.17,Travel,Los Angeles,Mobile,Debit Card,41,11,6,83.64,0,1,19.84,0,0
759,14389,617.73,Entertainment,Seattle,Mobile,Debit Card,57,25,18,391.84,1,1,96.16,0,0
760,5570,523.56,Dining,New York,Mobile,Bank Transfer,63,16,5,147.11,0,0,51.15,0,1
761,69837,670.43,Clothing,Seattle,Web,Credit Card,50,3,6,468.12,0,1,73.39,1,0
762,36587,929.68,Travel,Los Angeles,In-store,Debit Card,34,6,2,365.58,0,0,41.1,0,0
763,12016,532.73,Electronics,Seattle,Mobile,Bank Transfer,41,29,8,381.83,0,0,35.51,0,0
764,45003,581.35,Electronics,Chicago,Mobile,Debit Card,54,8,15,125.15,1,1,40.72,1,0
765,6255,90.54,Dining,Seattle,Web,Credit Card,19,30,15,232.66,1,0,40.92,0,1
766,17145,717.92,Grocery,Houston,Web,Debit Card,49,18,11,316.55,1,1,54.42,1,0
767,24215,400.51,Grocery,Seattle,In-store,Credit Card,41,27,1,389.59,0,1,54.35,1,1
768,80720,976.75,Clothing,Houston,Web,Credit Card,26,26,18,69.9,0,0,49.72,0,0
769,71775,823.35,Clothing,New York,In-store,Debit Card,21,22,12,481.94,0,1,13.48,1,0
770,6091,522.96,Clothing,Los Angeles,Mobile,Debit Card,34,6,12,447.31,0,0,49.61,0,0
771,11638,124.1,Grocery,San Francisco,Mobile,Credit Card,34,22,11,149.77,0,0,16.91,0,0
772,22416,859.56,Electronics,San Francisco,In-store,Bank Transfer,70,1,8,414.92,0,1,12.61,1,1
773,24072,799.98,Grocery,Los Angeles,Web,Credit Card,67,5,7,268.8,1,1,93.26,1,0
774,58244,185.4,Entertainment,San Francisco,In-store,Debit Card,65,17,2,241.67,1,1,60.5,0,0
775,41241,295.98,Travel,Seattle,Web,Debit Card,47,5,11,170.93,0,1,65.95,0,0
776,83808,793.61,Clothing,New York,Mobile,Bank Transfer,57,12,10,298.86,1,0,40.18,1,0
777,33435,186.04,Electronics,New York,Web,Credit Card,28,25,3,370.35,0,0,90.9,0,0
778,69725,917.83,Dining,Los Angeles,In-store,Credit Card,38,18,10,217.25,0,0,63.79,0,0
779,75698,425.1,Dining,San Francisco,In-store,Credit Card,38,29,18,322.03,1,1,76.92,0,0
780,28733,87.95,Travel,Seattle,Mobile,Debit Card,35,1,14,355.67,0,0,36.86,1,0
781,11315,815.93,Electronics,New York,Web,Credit Card,46,11,18,361.34,1,0,96.0,0,0
782,23955,374.14,Grocery,New York,Web,Bank Transfer,41,14,8,44.94,0,1,82.05,0,0
783,57109,526.97,Grocery,Chicago,Web,Debit Card,27,13,10,432.68,0,1,85.39,0,0
784,36669,113.19,Entertainment,Chicago,Mobile,Debit Card,62,5,13,239.96,1,1,17.22,1,0
785,23062,3.58,Entertainment,New York,Web,Credit Card,34,17,8,145.96,0,0,27.1,1,0
786,79253,638.35,Grocery,Los Angeles,In-store,Bank Transfer,35,4,4,136.05,0,1,28.56,1,0
787,39750,515.66,Dining,Houston,Web,Debit Card,59,17,4,251.85,0,0,27.09,0,1
788,16908,593.95,Clothing,Houston,Mobile,Debit Card,65,2,5,445.68,1,0,85.54,1,0
789,18778,793.95,Dining,Seattle,Web,Credit Card,37,2,1,201.61,0,0,3.19,0,0
790,51746,646.96,Entertainment,New York,Web,Credit Card,54,21,17,379.87,0,0,7.61,1,0
791,81819,175.6,Travel,New York,In-store,Bank Transfer,62,21,2,66.47,0,0,27.39,0,0
792,23625,361.41,Grocery,New York,Web,Credit Card,35,9,8,248.51,1,1,19.99,1,0
793,23322,905.99,Entertainment,Los Angeles,In-store,Bank Transfer,34,18,7,496.01,1,0,23.19,0,0
794,10489,770.17,Entertainment,Chicago,In-store,Debit Card,26,2,15,389.81,1,1,79.79,0,0
795,22575,557.08,Clothing,New York,Mobile,Bank Transfer,31,28,5,121.05,1,0,56.31,1,0
796,5241,256.39,Grocery,New York,In-store,Bank Transfer,66,11,2,260.69,1,0,0.58,0,0
797,43222,302.76,Clothing,San Francisco,In-store,Bank Transfer,46,28,7,132.14,0,1,42.93,1,0
798,10479,732.23,Grocery,Los Angeles,Mobile,Debit Card,48,15,8,216.59,1,0,40.79,1,1
799,55646,851.32,Clothing,Seattle,In-store,Credit Card,21,16,7,394.44,1,0,11.39,0,0
800,19263,671.75,Dining,New York,Mobile,Debit Card,35,6,7,390.19,0,1,67.61,0,0
801,52797,809.72,Travel,San Francisco,Web,Credit Card,37,12,14,129.49,1,1,70.21,1,0
802,4433,766.89,Travel,Houston,Mobile,Bank Transfer,64,23,18,462.67,0,0,72.09,1,0
803,64292,150.55,Grocery,Seattle,In-store,Bank Transfer,60,1,6,304.43,1,0,72.85,1,0
804,79105,424.52,Electronics,New York,Mobile,Bank Transfer,61,3,4,202.36,0,0,0.01,0,0
805,59400,153.83,Entertainment,New York,In-store,Bank Transfer,26,9,10,260.93,0,1,95.39,1,0
806,79715,236.0,Entertainment,San Francisco,Web,Bank Transfer,30,6,18,310.43,1,0,81.42,0,0
807,50429,869.39,Grocery,Los Angeles,Mobile,Credit Card,32,23,12,288.75,1,1,90.4,0,0
